id,nama_usaha,email_usaha,kategori,belum_online,tgl_dibentuk,omset_2020,omset_2021,provinsi
415,PD Marpaung Prabowo  ,anggraini.yani@usada.or.id,fashion,1,2019-12-13,38.51894380051868,17.26470310345034,DKI_jakarta
416,PT Ramadan  ,hsudiati@oktaviani.my.id,pengrajin_kulit,1,2020-11-21,57.654967758192974,5.17059730502594,jawa_timur
417,UD Hartati Adriansyah  ,saragih.kacung@nasyidah.info,fashion,0,2012-05-15,8.053384966544503,60.94767927587081,DKI_jakarta
418,PT Budiman,iswahyudi.rosman@marpaung.biz.id,pengrajin_kulit,0,2014-03-02,28.65519804485815,22.60003961826938,DKI_jakarta
419,PT Tampubolon ,bagus.sudiati@salahudin.co.id,agribisnis,0,2005-05-15,52.09681713094314,43.979610506528346,DKI_jakarta
420,UD Nuraini  ,nilam55@pratama.biz,kuliner,1,2017-02-09,19.29881978264022,53.610538819085846,jawa_timur
421,PT Mayasari Yunia,kalim.agustina@zulaika.or.id,fashion,1,2014-02-07,53.08901827752298,10.479863691139286,DKI_jakarta
422,CV Fujiati,indah39@mustofa.web.id,fashion,0,2018-12-15,36.14531510780477,55.03564284656059,DKI_jakarta
423,CV Sirait Widodo  ,danuja.irawan@narpati.ac.id,kuliner,0,2005-08-10,52.94816165710535,65.80156241786158,jawa_timur
424,CV Yolanda  ,vwaluyo@nainggolan.or.id,pengrajin_kulit,1,2016-07-16,33.44832567289846,51.45344266116481,jawa_tengah
425,UD Oktaviani ,caturangga75@jailani.sch.id,kuliner,1,2009-11-16,26.840508350345708,31.846689266252504,DKI_jakarta
426,CV Laksita Utama  ,indra.usamah@napitupulu.or.id,pengrajin_kulit,1,2003-11-21,16.686239701161014,61.579583313966275,jawa_barat
427,CV Usada ,rahmi.mustofa@yuniar.ac.id,fashion,0,2003-08-06,15.948141433182826,37.734806981354325,DKI_jakarta
428,UD Nasyidah Rahimah,wpratiwi@zulkarnain.com,kuliner,1,2011-10-22,53.031792545814916,52.57295895132797,DKI_jakarta
429, Wulandari Maheswara,habibi.hilda@pudjiastuti.ac.id,agribisnis,0,2006-09-16,9.839198563758824,57.74414584666549,DKI_jakarta
430,CV Mayasari ,irfan07@pratiwi.co.id,kuliner,1,2002-02-20,7.5908748655753335,52.885813396808125,jawa_barat
431,UD Usada Puspasari,caket.gunawan@usada.co.id,pengrajin_kulit,0,2008-12-20,13.757174403711048,21.374730936567953,jawa_tengah
432,CV Suryono Hassanah  ,nababan.johan@nainggolan.sch.id,fashion,0,2013-09-17,13.692659802073788,9.766381553850147,jawa_tengah
433, Prayoga Purwanti  ,uchita39@mangunsong.web.id,kuliner,0,2006-09-12,57.921788485255114,17.993754784841464,jawa_timur
434,UD Dongoran Putra  ,maryati.galih@hutagalung.tv,agribisnis,1,2020-01-24,28.93003225081922,36.05630069701852,DKI_jakarta
435,PD Prastuti ,ulatupono@marbun.my.id,fashion,1,2016-05-15,69.34372386857373,36.220308254172586,jawa_timur
436,PD Hakim Nurdiyanti  ,dhutagalung@nugroho.net,agribisnis,0,2010-10-08,11.088784681943014,41.50295617119662,jawa_barat
437,PT Sihombing Narpati ,xmelani@iswahyudi.tv,kuliner,1,2019-08-18,46.34369929836197,28.697553467769986,jawa_tengah
438,CV Nasyiah Farida  ,lsihotang@puspasari.sch.id,agribisnis,0,2009-02-03,32.35925075170139,55.44894352540789,jawa_timur
439, Pranowo Anggriawan,indah23@putra.asia,pengrajin_kulit,0,2002-12-07,28.54845310487621,64.07013807370735,jawa_barat
440,CV Hidayanto  ,yulia.safitri@mayasari.asia,pengrajin_kulit,0,2000-10-01,61.47074911141274,18.5663866515783,jawa_timur
441,CV Putra  ,warsita.lailasari@kuswandari.go.id,agribisnis,1,2019-09-13,68.33367069716313,52.00980530468491,DKI_jakarta
442,UD Andriani,gusamah@iswahyudi.ac.id,fashion,0,2020-02-27,61.318809705100925,48.01191809177565,jawa_barat
443,PD Suwarno ,firgantoro.kasiyah@suartini.in,pengrajin_kulit,1,2015-07-11,14.850290364518886,37.436619290791626,DKI_jakarta
444,PD Megantara,alika03@hidayanto.sch.id,agribisnis,0,2002-03-01,16.796082060146016,14.592844368927661,jawa_tengah
445,PT Mangunsong Kusum,kenes87@permadi.web.id,fashion,0,2006-03-02,46.516724464610924,56.0184586160274,DKI_jakarta
446,PD Wacana ,mwibisono@zulkarnain.mil.id,fashion,0,2000-11-11,21.458626954255728,67.3115627827367,DKI_jakarta
447, Usamah Hassanah,cengkir64@januar.mil.id,agribisnis,1,2001-01-28,51.887031929698,51.006984764911124,jawa_timur
448,PT Pangestu Haryanti,wdamanik@tamba.net,kuliner,0,2005-03-02,40.39520203728254,64.39148056960512,jawa_timur
449,CV Mangunsong Sirega,wibisono.gading@yulianti.asia,pengrajin_kulit,1,2012-01-06,39.33605071252471,68.92016989064942,jawa_tengah
450,CV Hidayat Pratama  ,nurul18@wastuti.co.id,pengrajin_kulit,1,2001-05-17,58.29318402799229,25.758020037055182,jawa_tengah
451,PD Puspasari Marpaung,jagapati.sitorus@anggriawan.my.id,kuliner,0,2020-09-04,50.23517765459004,45.29790419381028,DKI_jakarta
452,UD Kurniawan,banara.yulianti@prasasta.sch.id,pengrajin_kulit,1,2009-07-23,3.5347297940150773,34.08012732592796,jawa_barat
453,PT Puspita Prasasta,setiawan.ina@yuliarti.com,fashion,1,2005-07-16,5.097069884329951,69.08701083582135,jawa_timur
454,CV Uyainah  ,vicky.tamba@susanti.go.id,kuliner,0,2010-11-02,42.79441113369675,8.125198223247457,jawa_tengah
455, Jailani Pratama ,heryanto.kuswoyo@pratama.asia,pengrajin_kulit,0,2016-08-05,34.91719492348897,29.876959148214496,jawa_tengah
456,PT Pudjiastuti Pratiwi,hana.haryanti@pratama.name,kuliner,0,2006-07-25,19.48540826681945,61.501805960319686,jawa_timur
457,PD Usamah,hastuti.irma@maryati.asia,pengrajin_kulit,1,2000-12-30,30.305837641854655,21.115023482750473,DKI_jakarta
458,PT Thamrin Prasety,prima60@agustina.co.id,agribisnis,0,2001-01-25,53.47011656307971,55.51049584162223,DKI_jakarta
459, Winarno Santoso ,dono32@latupono.in,kuliner,1,2017-11-22,58.16103217244346,27.85643435463586,jawa_barat
460,PD Firmansyah Wacana,intan76@tarihoran.desa.id,fashion,1,2002-05-06,40.040311075532216,68.6329347037,jawa_tengah
461,PD Melani Safitri,namaga.raisa@tarihoran.web.id,kuliner,1,2013-05-07,28.03302815292299,62.04741723101075,jawa_timur
462,PT Yulianti Suartini,mrajasa@nashiruddin.info,pengrajin_kulit,0,2008-01-28,20.203174874885907,22.294154021203376,jawa_barat
463,CV Gunarto Wijaya,zelda55@simanjuntak.or.id,kuliner,1,2016-04-30,37.35659318412463,54.308785792364745,jawa_timur
464,UD Wijayanti Mandasari,dpangestu@utami.info,fashion,0,2001-04-09,23.211103955575933,24.720564812935585,DKI_jakarta
465, Pudjiastuti Haryanti ,galak.saputra@hariyah.biz,pengrajin_kulit,0,2018-11-08,40.23641595758438,43.12245472991674,DKI_jakarta
466,CV Permadi Mayasari,adika.latupono@sitorus.org,fashion,0,2014-08-30,47.92182467775806,46.681066865893975,jawa_tengah
467,PD Puspita Maryati,laksita.fitriani@hassanah.org,agribisnis,0,2009-06-08,6.23188852157628,58.36477453237193,DKI_jakarta
468,PD Maulana Thamrin,hilda60@setiawan.biz.id,agribisnis,0,2004-05-07,1.7928865117531814,3.389503415423976,jawa_timur
469,UD Nainggolan Suwarno  ,wacana.manah@marpaung.ac.id,pengrajin_kulit,0,2020-07-09,16.214283040045927,16.75238080787902,jawa_barat
470,CV Prabowo Mandasari,ajiman42@hakim.name,fashion,0,2006-05-06,62.79724506423837,50.329748106988156,jawa_timur
471,PD Rahimah Astuti  ,elon.pudjiastuti@permadi.mil.id,fashion,0,2010-04-20,45.84873331324602,40.19736662028001,DKI_jakarta
472,PD Hardiansyah Nainggolan  ,wijayanti.jagaraga@riyanti.biz.id,kuliner,1,2008-04-11,13.461452830259923,35.55991473957405,DKI_jakarta
473,CV Namaga Maryati  ,kunthara.gunarto@rajata.go.id,pengrajin_kulit,0,2004-11-03,62.50722331331669,5.489735844020905,jawa_tengah
474,CV Simbolon Suartini  ,ani.astuti@uwais.in,kuliner,1,2008-09-30,33.808591602819575,25.50027732274823,jawa_barat
475,PD Jailani Rahimah ,mahfud.maryadi@susanti.desa.id,agribisnis,1,2003-03-08,34.22754514601895,60.789043834859065,jawa_barat
476, Ramadan,hutagalung.victoria@pratiwi.asia,fashion,1,2000-01-13,65.59880392557649,3.8293629128202777,jawa_timur
477,PD Halimah ,waskita.vanesa@laksmiwati.net,agribisnis,1,2006-02-02,5.781751342278456,28.788666150709368,jawa_barat
478, Hidayat Hakim,rusman77@yuniar.desa.id,fashion,1,2002-05-09,16.4123725916489,66.25472508216035,jawa_barat
479,PT Winarno Sirait,darmaji11@winarsih.biz,agribisnis,1,2008-09-16,41.71646608156445,5.194136554733599,jawa_tengah
480,PT Napitupulu Thamrin,rsiregar@pertiwi.ac.id,kuliner,1,2018-02-13,15.06781887425924,52.9099086813278,jawa_tengah
481,UD Winarsih,wahyuni.nrima@saragih.my.id,agribisnis,1,2003-06-01,48.11810418878764,19.309789432909447,jawa_timur
482, Astuti,prabowo.jindra@usada.in,pengrajin_kulit,0,2000-01-10,16.338221515911254,60.892051059452754,jawa_barat
483,PT Haryanto ,karya.salahudin@jailani.tv,fashion,0,2002-05-02,8.490437952487044,52.66152160334545,DKI_jakarta
484,PD Wasita Narpati,sadina.susanti@puspita.biz.id,pengrajin_kulit,1,2010-09-03,15.852946700276538,62.19594906620902,jawa_barat
485,UD Rahayu Susanti  ,darmana.kurniawan@suryatmi.com,fashion,0,2005-10-09,30.58427986009641,16.463344690646842,jawa_timur
486, Oktaviani Nasyidah,mariadi75@thamrin.net,fashion,1,2010-04-12,13.746723067537895,37.99666929901434,jawa_tengah
487,PD Mulyani,mhastuti@iswahyudi.co.id,fashion,0,2000-08-12,10.916771461766155,54.92855174728739,DKI_jakarta
488,CV Prasetya ,jindra51@napitupulu.in,pengrajin_kulit,0,2006-12-30,60.46004719102928,18.4963784516973,DKI_jakarta
489,CV Pangestu Waskita ,mardhiyah.olivia@wahyuni.mil.id,agribisnis,1,2008-08-12,23.596721061624176,17.475357723645573,jawa_barat
490,PT Haryanti Samosir  ,prabowo.rajata@saragih.org,agribisnis,1,2009-01-21,26.352603115466355,3.5759960752151057,jawa_tengah
491,PD Prasetya ,ajeng.budiman@thamrin.net,kuliner,1,2011-07-29,5.493863560743823,67.16742427264388,jawa_timur
492, Putra Situmorang,restu.lazuardi@rahmawati.sch.id,agribisnis,0,2016-05-23,26.121197892720257,50.19995257012968,jawa_barat
493,UD Saptono Mahendra,aswani48@thamrin.net,fashion,1,2009-10-24,19.80103406751746,45.11606097181542,jawa_tengah
494,PT Wastuti  ,cayadi.siregar@suryono.org,agribisnis,1,2017-08-31,43.40392039809732,52.519959665613975,jawa_tengah
495,PD Sant,tomi.mulyani@simanjuntak.asia,kuliner,1,2011-02-15,15.74404952507193,38.0185300885246,jawa_barat
496,PD Narpati  ,ikuswandari@kuswoyo.ac.id,pengrajin_kulit,1,2005-06-20,62.37759313513075,34.23041730405322,DKI_jakarta
497,UD Haryanti Yolanda ,purwanti.pangeran@aryani.go.id,fashion,1,2004-10-22,65.19763687638722,32.414061423914006,jawa_timur
498,PT Hartati,gandi46@uyainah.ac.id,fashion,1,2006-10-09,8.536464584031235,45.44918940243663,jawa_timur
499,PT Kuswandari ,situmorang.halima@pratiwi.info,agribisnis,0,2012-07-19,9.053473855384052,15.480808119791925,jawa_barat
500, Farida,mila10@hutagalung.sch.id,agribisnis,1,2005-02-03,9.594489194218259,62.3566476956153,jawa_tengah
